Age,Gender,Education_Level,Marital_Status,Settlement_Type,Income_Covers_Expenses,Employment_Status,Future_Economic_Situation,Rich_Poor_Gap_Problem,Trust_Religious_Leaders,Trust_Islamist_Party,Trust_Government,Corruption_State_Agencies,Laws_Based_Sharia,Men_Better_Political_Leadership,Democracy_Preference,Freedom_Express_Opinion,Violence_Against_Women_Change,Internet_Usage_Frequency,Social_Media_Hours_Daily,Thought_Emigrating,Cntry_1,Cntry_5,Cntry_7,Cntry_8,Cntry_9,Cntry_10,Cntry_11,Cntry_12,Cntry_13,Cntry_15,Cntry_19,Cntry_21,Religious_Self_Description
60.0,1.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
37.0,2.0,6.0,3.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53.0,2.0,1.0,7.0,2.0,4.0,7.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,4.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36.0,1.0,6.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
25.0,1.0,4.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
38.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.0,2.0,6.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55.0,2.0,7.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26.0,1.0,6.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
28.0,1.0,6.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
49.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.0,1.0,6.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21.0,1.0,6.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
56.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.0,2.0,6.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
42.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
28.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28.0,1.0,7.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
44.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42.0,1.0,7.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
55.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48.0,1.0,6.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
63.0,2.0,7.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
19.0,1.0,6.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35.0,2.0,3.0,7.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.0,1.0,7.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
21.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
26.0,1.0,4.0,1.0,1.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,1.0,4.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
58.0,1.0,3.0,4.0,2.0,3.0,1.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36.0,1.0,1.0,7.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45.0,1.0,4.0,1.0,1.0,4.0,6.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
57.0,1.0,6.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
36.0,1.0,1.0,7.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.0,1.0,6.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
23.0,1.0,6.0,1.0,1.0,1.0,6.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
46.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
65.0,1.0,7.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
57.0,1.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
50.0,1.0,6.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35.0,2.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
60.0,1.0,7.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.0,1.0,5.0,4.0,1.0,3.0,6.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.0,1.0,3.0,1.0,1.0,3.0,6.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
60.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.0,2.0,7.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,1.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.0,2.0,4.0,7.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54.0,1.0,5.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
68.0,2.0,1.0,7.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
22.0,2.0,4.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
25.0,2.0,6.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.0,2.0,6.0,1.0,1.0,3.0,6.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
22.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
21.0,2.0,6.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
60.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
34.0,1.0,6.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45.0,1.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
53.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,2.0,7.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.0,1.0,4.0,3.0,2.0,2.0,6.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.0,1.0,7.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
65.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,2.0,6.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
28.0,2.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59.0,1.0,3.0,4.0,1.0,3.0,2.0,5.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
